1000 int random 1 1000 640 1 1 off 0.222
1000 int random 1 1000 640 1 1 on 0.220
1000 int random 1 1000 640 1 2 off 0.216
1000 int random 1 1000 640 1 2 on 0.214
1000 int random 1 1000 640 1 3 off 0.213
1000 int random 1 1000 640 1 3 on 0.217
1000 int random 1 1000 639 2 1 off 0.247
1000 int random 1 1000 639 2 1 on 0.274
1000 int random 1 1000 639 2 2 off 0.260
1000 int random 1 1000 639 2 2 on 0.271
1000 int random 1 1000 639 2 3 off 0.251
1000 int random 1 1000 639 2 3 on 0.264
1000 int random 1 1000 643 3 1 off 0.275
1000 int random 1 1000 643 3 1 on 0.272
1000 int random 1 1000 643 3 2 off 0.256
1000 int random 1 1000 643 3 2 on 0.278
1000 int random 1 1000 643 3 3 off 0.244
1000 int random 1 1000 643 3 3 on 0.276
1000 int random 1 1000 642 4 1 off 0.258
1000 int random 1 1000 642 4 1 on 0.269
1000 int random 1 1000 642 4 2 off 0.248
1000 int random 1 1000 642 4 2 on 0.280
1000 int random 1 1000 642 4 3 off 0.254
1000 int random 1 1000 642 4 3 on 0.414
1000 int random 1 1000 639 5 1 off 0.251
1000 int random 1 1000 639 5 1 on 0.278
1000 int random 1 1000 639 5 2 off 0.256
1000 int random 1 1000 639 5 2 on 0.300
1000 int random 1 1000 639 5 3 off 0.263
1000 int random 1 1000 639 5 3 on 0.282
1000 int random 1 1000 636 6 1 off 0.262
1000 int random 1 1000 636 6 1 on 0.295
1000 int random 1 1000 636 6 2 off 0.262
1000 int random 1 1000 636 6 2 on 0.284
1000 int random 1 1000 636 6 3 off 0.269
1000 int random 1 1000 636 6 3 on 0.293
1000 int random 1 1000 636 7 1 off 0.273
1000 int random 1 1000 636 7 1 on 0.296
1000 int random 1 1000 636 7 2 off 0.278
1000 int random 1 1000 636 7 2 on 0.292
1000 int random 1 1000 636 7 3 off 0.276
1000 int random 1 1000 636 7 3 on 0.295
1000 int random 1 1000 620 8 1 off 0.267
1000 int random 1 1000 620 8 1 on 0.301
1000 int random 1 1000 620 8 2 off 0.277
1000 int random 1 1000 620 8 2 on 0.292
1000 int random 1 1000 620 8 3 off 0.268
1000 int random 1 1000 620 8 3 on 0.295
1000 int correlated 1 1000 740 1 1 off 0.155
1000 int correlated 1 1000 740 1 1 on 0.163
1000 int correlated 1 1000 740 1 2 off 0.162
1000 int correlated 1 1000 740 1 2 on 0.162
1000 int correlated 1 1000 740 1 3 off 0.150
1000 int correlated 1 1000 740 1 3 on 0.157
1000 int correlated 1 1000 749 2 1 off 0.170
1000 int correlated 1 1000 749 2 1 on 0.187
1000 int correlated 1 1000 749 2 2 off 0.173
1000 int correlated 1 1000 749 2 2 on 0.176
1000 int correlated 1 1000 749 2 3 off 0.176
1000 int correlated 1 1000 749 2 3 on 0.174
1000 int correlated 1 1000 758 3 1 off 0.179
1000 int correlated 1 1000 758 3 1 on 0.177
1000 int correlated 1 1000 758 3 2 off 0.181
1000 int correlated 1 1000 758 3 2 on 0.183
1000 int correlated 1 1000 758 3 3 off 0.181
1000 int correlated 1 1000 758 3 3 on 0.201
1000 int correlated 1 1000 768 4 1 off 0.185
1000 int correlated 1 1000 768 4 1 on 0.175
1000 int correlated 1 1000 768 4 2 off 0.176
1000 int correlated 1 1000 768 4 2 on 0.179
1000 int correlated 1 1000 768 4 3 off 0.181
1000 int correlated 1 1000 768 4 3 on 0.181
1000 int correlated 1 1000 753 5 1 off 0.186
1000 int correlated 1 1000 753 5 1 on 0.188
1000 int correlated 1 1000 753 5 2 off 0.189
1000 int correlated 1 1000 753 5 2 on 0.192
1000 int correlated 1 1000 753 5 3 off 0.181
1000 int correlated 1 1000 753 5 3 on 0.188
1000 int correlated 1 1000 745 6 1 off 0.231
1000 int correlated 1 1000 745 6 1 on 0.197
1000 int correlated 1 1000 745 6 2 off 0.193
1000 int correlated 1 1000 745 6 2 on 0.199
1000 int correlated 1 1000 745 6 3 off 0.196
1000 int correlated 1 1000 745 6 3 on 0.191
